98,2123,0,0,10,20,0,0,0,0,0,68,297,3,1
883,14105,44,54,70,155,1,0,0,14,1,0,2760,6,274
740,17317,33,27,51,202,0,0,0,52,3,0,1748,9,275
876,23828,16,26,63,232,0,0,1,28,0,0,1941,11,276
1162,23460,43,83,41,312,0,0,3,50,1,0,1409,11,277
268,5869,10,12,27,56,0,0,0,15,1,0,700,3,278
137,3015,5,4,16,25,0,0,0,7,0,0,320,6,279
236,4185,15,12,23,42,0,0,0,4,0,0,593,2,280
73,1348,4,1,10,8,0,0,0,1,0,0,0,1,281
118,2679,5,4,13,21,0,0,0,7,0,0,5,2,282
3,97,0,0,1,0,0,0,0,1,0,0,0,1,283
131,2567,10,5,13,22,0,0,0,3,0,0,237,2,284
879,14076,85,36,45,206,1,0,2,11,0,0,2591,6,285
93,3129,0,1,5,67,0,0,0,1,1,97,316,6,286
41,810,0,0,3,11,0,1,0,0,0,23,89,1,287
69,1823,0,3,6,26,0,0,0,2,0,0,227,3,288
313,10939,7,5,24,211,1,0,0,40,2,0,1008,8,289
44,1155,2,0,3,23,0,0,0,0,1,0,169,1,290
163,5138,2,1,14,86,1,0,0,8,1,0,550,3,291
50,2359,2,0,2,58,1,0,0,7,0,1,193,3,292
123,3056,4,8,6,58,0,0,0,5,0,0,416,2,295
367,9179,11,20,23,139,1,0,0,26,2,0,1382,6,296
242,5847,11,8,12,116,0,0,0,7,0,0,872,4,297
454,13093,16,8,30,242,0,0,0,24,0,0,833,7,298
432,14030,9,12,41,226,0,0,0,37,1,0,1625,8,299
9,113,0,1,0,5,0,0,0,0,0,0,17,2,300
173,2759,15,3,7,47,0,0,0,3,1,0,513,3,301
191,4422,13,3,8,93,0,0,0,4,0,0,682,2,302
103,2117,9,4,4,43,0,0,0,4,2,0,377,1,303
105,2608,3,4,0,41,0,0,0,2,0,0,0,3,304
72,2037,0,0,2,40,0,0,0,0,0,117,242,4,305
320,7663,0,0,33,86,0,1,0,4,0,189,541,6,306
463,11750,5,13,43,158,0,0,0,17,1,0,1260,7,307
308,8268,4,2,27,129,0,0,0,7,0,0,742,5,308
80,1666,0,2,8,17,0,0,0,1,0,0,197,4,309
188,4480,0,5,20,55,0,0,0,10,0,0,320,2,310
205,4912,4,0,17,59,0,0,0,5,1,0,452,2,311
5,129,0,0,0,1,0,0,0,0,0,0,0,1,312
60,1471,0,1,6,24,0,0,0,1,0,0,0,3,313
23,616,0,1,1,9,0,0,0,0,0,0,0,2,314
549,15939,9,18,44,220,0,0,0,17,0,0,1541,7,316
326,7014,7,19,26,98,0,0,0,12,1,0,868,5,317
382,6748,15,29,30,74,0,0,2,8,0,0,1063,3,318
81,2561,1,1,11,32,0,0,0,8,0,0,183,2,319
160,5871,2,0,23,77,0,0,0,21,0,0,371,4,320
38,1300,0,0,6,16,0,0,0,2,0,0,0,1,321
40,1104,1,1,3,22,0,0,0,5,0,0,0,1,322
12,211,0,1,1,1,0,0,0,0,0,0,0,1,323
316,7399,14,8,22,124,0,0,0,4,1,0,706,5,324
653,13083,46,24,41,181,0,0,2,20,0,0,1794,8,325
253,4210,25,9,11,75,0,0,2,5,1,0,801,3,326
38,724,4,1,3,12,0,0,1,1,0,0,0,1,327
172,3735,0,1,14,54,0,0,0,0,0,142,395,4,328
106,2520,0,0,9,34,0,0,0,1,0,91,0,1,329
895,25560,13,10,61,376,4,0,0,56,5,0,1698,9,330
387,12047,2,4,35,182,0,0,0,17,1,0,1223,5,331
381,11709,1,8,34,171,0,0,0,28,0,0,1053,4,332
145,3984,1,0,13,60,0,0,0,7,0,0,398,4,333
605,18888,7,11,38,299,2,0,0,56,2,0,1007,11,334
1106,25301,12,30,63,323,2,0,0,36,1,0,1697,11,335
9,323,0,0,1,8,0,0,0,1,0,0,0,1,336
430,11394,14,10,40,175,0,0,0,19,1,0,1184,6,337
685,12774,34,38,50,200,2,0,2,45,3,0,1363,7,338
635,20827,4,15,51,315,1,0,0,45,1,0,1697,9,339
482,9687,22,30,34,138,0,0,1,16,1,0,1218,4,340
98,2476,2,3,8,41,0,0,0,3,1,0,270,2,341
177,3712,7,8,17,50,0,0,0,5,0,0,302,2,342
67,2056,2,1,3,47,1,0,0,5,0,0,194,2,343
183,3375,14,3,12,56,0,0,1,5,0,0,579,3,344
36,855,0,2,5,11,0,0,0,2,0,0,0,1,345
703,18744,18,24,43,212,0,0,0,19,1,0,896,11,346
1100,21202,75,54,36,302,2,0,0,24,0,0,1456,11,347
314,6806,22,8,12,109,0,0,0,16,0,0,721,6,348
321,7054,23,3,27,105,0,0,2,3,0,0,1043,4,349
515,12748,0,2,37,201,0,1,0,3,1,450,851,10,350
6,180,0,0,0,2,0,0,0,0,0,8,10,2,351
341,11171,1,7,28,182,1,0,0,21,3,0,1155,8,352
437,12942,4,8,40,199,0,0,0,26,1,1,1615,6,353
254,7785,1,2,24,122,1,0,0,10,0,0,630,3,354
42,1391,0,1,4,23,1,0,0,0,0,0,75,3,355
16,662,1,0,1,20,0,0,0,1,0,0,0,1,356
94,2430,4,0,7,45,2,0,0,1,0,0,0,1,357
425,12786,5,11,28,235,1,0,0,13,2,0,746,8,358
744,12929,42,37,37,223,0,0,0,12,0,0,1795,6,359
601,15106,16,24,44,246,0,0,0,10,1,0,1610,10,360
299,10772,0,3,37,162,0,0,0,17,0,0,1086,6,361
27,906,0,0,4,17,0,0,0,3,0,0,34,4,362
377,10072,13,8,31,162,0,0,0,16,0,0,1280,5,363
144,3312,1,11,9,51,0,0,0,0,0,0,490,3,364
318,7984,15,10,21,155,0,0,0,20,1,0,796,4,365
434,8730,18,16,32,144,0,0,0,8,2,0,1414,6,366
110,2677,2,3,9,36,0,0,0,5,0,0,203,6,367
94,2225,1,7,7,42,0,0,0,2,0,0,176,3,368
25,416,0,3,1,8,0,0,0,0,0,0,0,1,369
146,2442,15,3,5,51,0,0,0,2,0,0,0,1,371
5,82,0,0,0,5,0,0,0,0,0,0,0,1,372
125,3216,8,4,9,58,0,0,0,7,1,0,353,2,373
2,55,0,0,0,2,0,0,0,0,0,0,0,1,374
641,15157,0,0,59,185,0,2,0,2,0,434,1579,5,375
364,8840,0,0,31,127,0,3,0,5,1,316,935,6,376
374,8282,6,3,36,75,0,0,0,7,0,0,943,3,377
459,10855,9,22,39,136,0,0,0,33,2,0,1381,10,378
705,17150,5,24,60,206,1,0,0,35,0,1,1955,8,379
530,13362,6,4,50,160,1,0,0,27,0,0,1453,5,380
371,9851,4,9,29,135,0,0,0,15,0,0,1089,5,381
195,4442,1,10,14,60,1,0,0,4,0,0,616,3,382
35,1169,0,0,4,10,1,0,0,5,0,0,131,2,383
316,8599,7,5,34,96,0,0,0,20,0,0,872,3,384
524,14514,12,15,59,170,0,0,0,24,0,0,1800,7,385
258,5597,8,18,21,70,0,0,1,17,0,0,1001,4,386
690,11203,31,49,42,133,0,0,0,9,0,0,1920,4,387
391,5507,28,23,27,43,0,0,0,11,0,0,666,2,388
284,9526,8,4,36,97,0,0,0,31,3,0,768,4,389
244,3170,18,10,16,30,0,0,0,2,0,0,244,2,390
30,494,1,1,0,6,0,0,0,1,0,0,0,4,391
8,54,0,0,0,0,0,0,0,0,0,0,0,1,392
418,11255,11,23,30,192,0,0,0,23,2,0,1656,5,393
659,9108,78,17,36,101,3,0,2,12,0,0,2039,6,394
55,845,2,3,3,8,0,0,0,0,0,0,0,1,395
206,4763,0,0,17,77,1,0,0,6,0,205,509,6,396
659,15208,0,0,25,218,1,9,0,12,0,565,375,8,397
528,16043,12,7,30,272,2,0,0,19,6,0,872,10,398
186,6583,2,1,16,120,1,0,0,7,0,0,335,5,399
126,4548,3,2,10,77,0,0,0,15,1,0,181,2,400
112,3850,3,4,8,77,0,0,0,16,0,0,96,2,401
128,4353,1,2,13,64,0,0,0,13,2,0,205,2,402
35,771,2,0,1,15,0,0,0,1,0,0,0,1,403
247,7616,5,13,14,154,0,0,0,14,2,0,792,3,404
211,7941,2,2,17,151,0,0,0,16,0,0,611,6,405
1,113,0,0,0,5,0,0,0,0,0,0,0,1,406
420,11169,12,14,32,175,0,0,0,17,0,0,1170,7,408
251,7600,8,3,23,121,0,0,0,15,0,0,587,4,409
226,7872,4,3,10,130,0,0,0,15,1,0,127,5,410
13,231,0,2,0,4,0,0,0,2,0,0,55,2,411
77,2597,0,3,5,60,0,0,0,6,1,0,74,2,412
28,519,1,1,1,9,0,0,0,2,0,0,0,1,413
38,1352,1,0,4,32,0,0,0,4,0,0,0,1,414
43,1036,2,3,3,17,0,0,0,2,1,0,0,1,415
296,6237,23,13,17,99,2,0,1,13,0,0,629,2,417
64,1406,6,0,2,29,0,0,0,6,0,0,0,2,418
115,2091,9,3,4,34,0,0,0,4,0,0,310,4,419
386,10475,0,0,15,202,1,2,0,6,0,419,530,9,420
919,22447,0,1,51,343,0,6,0,9,0,838,1328,11,421
163,5107,0,3,14,73,0,0,0,16,0,0,275,2,422
717,17364,7,7,49,197,2,0,0,27,2,0,1595,10,423
369,10832,10,2,30,165,1,0,0,20,0,0,909,6,424
626,17249,15,6,52,261,6,0,0,18,2,0,1673,6,425
309,10328,5,7,26,176,0,0,0,25,1,0,845,7,426
393,6941,20,17,21,107,0,0,0,7,0,0,955,4,427
801,18966,30,34,39,327,0,0,1,22,1,0,1610,10,428
268,10970,1,1,33,165,0,0,0,36,1,0,887,5,429
326,8078,10,13,25,119,0,0,0,22,1,0,937,5,430
23,389,0,2,0,8,0,0,0,0,0,0,28,2,431
255,5052,8,20,11,97,0,0,0,3,0,0,252,3,432
10,280,0,0,1,1,0,0,0,2,0,0,0,2,433
808,19286,25,50,41,329,0,0,3,45,0,0,1463,8,434
233,5450,17,6,15,76,0,0,0,3,1,0,354,2,435
132,1981,10,4,1,46,0,0,0,3,0,0,183,2,436
347,5989,26,13,19,99,0,0,0,7,0,0,850,6,437
414,9510,0,0,30,138,0,5,0,7,2,370,953,4,438
90,2610,0,0,6,53,0,1,0,1,0,80,56,3,439
581,14927,7,5,55,201,0,0,0,25,1,0,1607,5,440
749,20613,8,2,49,283,3,0,0,48,2,0,1372,11,441
410,12452,6,6,35,210,2,0,0,33,1,0,1112,6,442
322,8849,4,10,25,132,0,0,0,8,1,0,1024,3,443
121,4081,0,0,13,63,0,0,0,7,0,0,284,2,444
36,1537,0,1,4,30,0,0,0,8,1,0,39,2,445
34,972,0,1,3,24,0,0,0,1,0,0,0,1,446
788,18409,9,20,66,212,1,0,0,53,4,0,1775,9,447
391,8206,19,17,21,144,0,0,1,16,0,0,910,4,448
260,4366,18,8,14,68,0,0,0,6,0,0,524,2,449
883,23243,33,35,51,369,1,0,4,61,4,0,1763,10,450
287,8387,10,7,27,129,0,0,0,13,1,0,866,3,451
91,2851,1,3,6,49,0,0,0,9,0,0,163,2,452
233,4618,14,6,13,83,0,0,0,12,0,0,381,2,453
258,4490,17,15,14,72,0,0,0,7,1,0,452,3,454
55,1042,3,3,1,23,0,0,0,1,1,0,0,1,455
38,1002,0,1,3,18,0,0,0,4,0,0,0,1,456
623,11730,50,27,34,185,0,0,0,25,1,0,1083,10,457
181,3456,15,7,8,51,0,0,0,5,0,0,611,3,458
16,367,0,0,0,13,0,0,0,2,0,0,0,1,459
204,4037,11,11,14,51,0,0,0,4,0,0,536,3,460
67,1677,1,1,4,21,0,0,0,1,0,0,203,2,464
70,2287,0,2,5,50,0,0,0,3,0,0,242,4,465
34,603,1,1,1,7,0,0,0,0,0,0,86,2,466
33,513,2,2,2,13,0,0,0,2,0,0,85,2,467
0,0,0,0,0,0,0,0,0,0,0,0,0,1,469
1,13,0,0,0,0,0,0,0,0,0,0,2,3,470
99,2298,0,0,6,41,0,2,0,0,0,85,25,3,473
50,1896,0,1,5,33,0,0,0,2,1,0,183,4,474
118,4262,1,4,8,86,0,0,0,12,0,0,170,2,475
4,98,0,0,0,2,0,0,0,2,0,0,14,3,476
60,2189,1,0,4,39,0,0,0,5,0,0,93,3,477
1217,27067,0,1,95,303,0,5,0,7,0,833,2162,11,479
223,5785,3,3,20,89,0,0,0,13,1,0,519,5,480
1,12,0,0,0,0,0,0,0,0,0,0,1,2,481
21,1155,0,0,1,23,0,0,0,4,0,0,151,4,485
314,7869,11,12,14,150,0,0,2,10,1,0,622,7,486
366,4844,37,12,23,44,0,0,1,8,0,0,851,6,487
56,1097,4,2,2,22,0,0,0,0,0,0,246,2,488
79,2923,0,1,7,53,0,0,0,5,0,0,310,1,494
0,0,0,0,0,0,0,0,0,0,0,0,0,2,496
0,0,0,0,0,0,0,0,0,0,0,0,0,1,498
8,143,0,0,0,2,0,0,0,0,0,0,2,3,499
163,4197,0,3,21,45,2,0,0,11,1,0,547,3,502
1,31,0,0,0,1,0,0,0,0,0,0,2,1,503
0,0,0,0,0,0,0,0,0,0,0,0,0,1,505
31,1080,0,0,0,25,0,1,0,0,0,47,18,8,506
0,0,0,0,0,0,0,0,0,0,0,0,0,1,507
0,0,0,0,0,0,0,0,0,0,0,0,0,1,508
0,0,0,0,0,0,0,0,0,0,0,0,0,1,509
1,1,0,0,0,0,0,0,0,0,0,0,0,1,510
0,0,0,0,0,0,0,0,0,0,0,0,0,1,511
106,3146,1,0,11,50,0,0,0,4,0,0,0,1,513
125,3676,1,3,11,51,0,0,0,11,0,0,427,7,514
2,69,0,0,0,3,0,0,0,0,0,0,9,2,515
4,147,0,0,0,3,0,0,0,0,0,0,12,1,516
14,140,1,0,0,3,0,0,0,0,0,0,15,3,518
87,3186,3,1,5,75,0,0,0,9,1,0,0,1,519
163,2438,17,7,11,22,0,0,1,7,0,0,0,1,523
0,0,0,0,0,0,0,0,0,0,0,0,0,1,528
0,0,0,0,0,0,0,0,0,0,0,0,0,2,529
6,180,0,0,0,4,0,0,0,0,0,9,23,3,530
527,14062,0,3,41,241,0,2,0,5,0,456,1405,8,540
358,5977,34,11,22,83,0,0,1,9,1,0,1272,4,542
2,3,0,0,0,0,0,0,0,0,0,0,0,2,546
786,20417,0,0,12,357,3,9,0,3,0,793,446,7,547
50,1239,4,1,2,36,0,0,0,3,1,0,19,2,548
0,0,0,0,0,0,0,0,0,0,0,0,0,1,549
0,0,0,0,0,0,0,0,0,0,0,0,0,1,551
188,4215,7,9,7,91,0,0,0,11,0,0,536,6,552
77,1710,0,0,9,21,0,0,0,0,0,44,266,6,554
